,stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type,platform_code,utm_x,utm_y,inside_munich
180398,Forstenried,,515607,48.084785,11.494771,1.0,,685787.319545872,5328734.5536097735,True
180399,Forstenried,515607.0,39249,48.08475,11.494878,,,685795.4134903272,5328730.922176277,True
180400,Forstenried,515607.0,416121,48.084846,11.494708,,,685782.4084178478,5328741.180822766,True
180401,Forstenrieder Allee,,666665,48.094994,11.498606,1.0,,686036.0504830736,5329878.410114524,True
180402,Forstenrieder Allee,666665.0,14521,48.09513,11.49937,,,686092.4399332899,5329895.372237147,True
180403,Forstenrieder Allee,666665.0,148782,48.094658,11.498193,,,686006.5148049754,5329840.0697694,True
180404,Forstenrieder Allee,666665.0,245047,48.094677,11.498678,,,686042.5551397754,5329843.353974038,True
180405,Forstenrieder Allee,666665.0,333418,48.094563,11.498418,,,686023.6092232827,5329830.05578072,True
180406,Forstenrieder Allee,666665.0,431543,48.095047,11.49937,,,686092.739601254,5329886.147917562,True
180407,Forstenrieder Park,,387955,48.07741,11.488482,1.0,,685345.5099851293,5327899.759334366,True
180408,Forstenrieder Park,387955.0,321199,48.0775,11.488446,,,685342.5054066214,5327909.674895281,True
182640,Frankfurter Ring,,361748,48.187363,11.572672,1.0,,691206.776710893,5340325.713096108,True
182641,Frankfurter Ring,361748.0,214809,48.187126,11.572583,,,691201.044573931,5340299.152095687,True
182642,Frankfurter Ring,361748.0,227804,48.186836,11.572753,,,691214.7578504055,5340267.345423243,True
182643,Frankfurter Ring,361748.0,227830,48.187424,11.57314,,,691241.3298686899,5340333.657324666,True
182644,Frankfurter Ring,361748.0,445384,48.187855,11.572762,,,691211.6339821491,5340380.616564725,True
182645,Frankfurter Ring,361748.0,475918,48.187645,11.572115,,,691164.332940933,5340355.667660743,True
182646,Frankfurter Ring,361748.0,494442,48.186825,11.572663,,,691208.1102152655,5340265.898919427,True
182681,Franz-Heubl-Straße,,103989,48.10176,11.659117,1.0,,697960.1629715473,5331030.932203375,True
182682,Franz-Heubl-Straße,103989.0,456858,48.10176,11.659117,,1,697960.1629715473,5331030.932203375,True
182704,Franz-Nißl-Straße,,572392,48.19616,11.460913,1.0,,682869.8526940572,5341031.298779816,True
182705,Franz-Nißl-Straße,572392.0,395431,48.196346,11.461102,,,682883.2339747676,5341052.4204386985,True
182706,Franz-Nißl-Straße,572392.0,476008,48.196274,11.461012,,,682876.8029439324,5341044.2042225255,True
182712,Franz-Sperr-Weg,,26508,48.2039,11.538779,1.0,,688627.2108789458,5342079.798876702,True
182713,Franz-Sperr-Weg,26508.0,373988,48.20397,11.538815,,,688629.6282609692,5342087.666927137,True
182714,Franz-Sperr-Weg,26508.0,648235,48.20383,11.538743,,,688624.7934893297,5342071.93082755,True
182784,Frasdorfer Straße,,129155,48.101173,11.590944,1.0,,692887.5413360652,5330792.512975557,True
182785,Frasdorfer Straße,129155.0,188040,48.101276,11.5908,,,692876.4362448303,5330803.598901157,True
182786,Frasdorfer Straße,129155.0,253076,48.10111,11.59116,,,692903.8565166037,5330786.053035108,True
182905,Frauendorferstraße,,87355,48.1637,11.476364,1.0,,684134.2050902677,5337460.658030381,True
182906,Frauendorferstraße,87355.0,119600,48.163765,11.476867,,,684171.3711331948,5337469.087163323,True
182907,Frauendorferstraße,87355.0,317104,48.163483,11.476265,,,684127.6213395414,5337436.303980807,True
182970,Frauenmantelanger,,220804,48.209362,11.568118,1.0,,690786.5915459985,5342759.29975887,True
182971,Frauenmantelanger,220804.0,262780,48.209267,11.568019,,,690779.5904008367,5342748.49576562,True
182972,Frauenmantelanger,220804.0,689364,48.2095,11.568495,,,690814.0839913032,5342775.573339366,True
183169,Fraunhoferstraße,,198757,48.128757,11.575035,1.0,,691600.6113160877,5333818.321771715,True
183171,Fraunhoferstraße,198757.0,141322,48.12853,11.575188,,,691612.8396667269,5333793.475087397,True
183172,Fraunhoferstraße,198757.0,181371,48.128143,11.575915,,,691668.3706854916,5333752.27717484,True
183173,Fraunhoferstraße,198757.0,495333,48.127995,11.57667,,,691725.0957129062,5333737.7111381665,True
183174,Fraunhoferstraße,198757.0,560700,48.128197,11.576688,,,691725.6826697676,5333760.2055246625,True
183175,Fraunhoferstraße,198757.0,605498,48.129288,11.574361,,,691548.4888603572,5333875.655951687,True
183176,Fraunhoferstraße,198757.0,80695,48.12923,11.574253,,,691540.6693775356,5333868.941029763,True
185164,Freiham,,84937,48.139866,11.410041,1.0,,679286.0170530187,5334655.029548399,True
185167,Freiham,84937.0,217799,48.140633,11.411137,,,679364.8713930581,5334742.828473049,True
185168,Freiham,84937.0,480909,48.140915,11.409538,,,679244.9469189625,5334770.440474618,True
185169,Freiham Bf. (Süd),,209142,48.138767,11.411299,1.0,,679383.4258826459,5334535.823110596,True
185170,Freiham Bf. (Süd),209142.0,271862,48.138588,11.410805,,,679347.3019427791,5334514.777067037,True
185171,Freiham Bf. (Süd),209142.0,526339,48.13869,11.411209,,,679376.999328549,5334527.0555322245,True
185172,"Freiham, Möbel Höffner",,100240,48.134235,11.412907,1.0,,679518.848231513,5334035.899183079,True
185173,"Freiham, Möbel Höffner",100240.0,89327,48.134235,11.412907,,1,679518.848231513,5334035.899183079,True
185358,Freiligrathstraße,,340132,48.17817,11.585249,1.0,,692175.8380401242,5339335.409376927,True
185359,Freiligrathstraße,340132.0,110720,48.17837,11.585024,,,692158.365949559,5339357.074036572,True
185360,Freiligrathstraße,340132.0,261159,48.17796,11.585536,,,692197.95613407,5339312.788480818,True
185373,Freimann,,669912,48.19196,11.614291,1.0,,694282.3723041224,5340941.028888243,True
185374,Freimann,669912.0,245446,48.191944,11.614345,,,694286.4455540676,5340939.387270131,True
185375,Freimann,669912.0,48602,48.19198,11.614237,,,694278.2839272273,5340943.115056418,True
185376,Freimanner Hölzl,,639135,48.19204,11.601239,1.0,,693312.1790082653,5340916.993029994,True
185377,Freimanner Hölzl,639135.0,588947,48.19204,11.601239,,1,693312.1790082653,5340916.993029994,True
185447,Freischützstraße,,119326,48.15869,11.642148,1.0,,696479.5688486298,5337314.352942353,True
185448,Freischützstraße,119326.0,299560,48.15881,11.641663,,,696443.0469009378,5337326.449539401,True
185449,Freischützstraße,119326.0,347396,48.159084,11.642534,,,696506.765349883,5337359.127364483,True
185450,Freischützstraße,119326.0,579247,48.15838,11.641843,,,696458.0740188676,5337279.121128506,True
186973,Friedastraße,,491575,48.081253,11.529014,1.0,,688350.1449099843,5328425.262379197,True
186974,Friedastraße,491575.0,329573,48.081295,11.528924,,,688343.2891583634,5328429.709815108,True
186975,Friedastraße,491575.0,442139,48.081226,11.529113,,,688357.616117985,5328422.504017981,True
187341,Friedenheimer Straße,,191319,48.13519,11.509871,1.0,,686728.9568804043,5334372.956216412,True
187342,Friedenheimer Straße,191319.0,407630,48.135254,11.510886,,,686804.2331521314,5334382.534369448,True
187343,Friedenheimer Straße,191319.0,657799,48.135002,11.511048,,,686817.1994172493,5334354.921453011,True
187361,Friedensengel/Villa Stuck,,139771,48.140717,11.600089,1.0,,693419.7149013787,5335210.238789953,True
187362,Friedensengel/Villa Stuck,139771.0,21356,48.14047,11.600053,,,693417.9654883989,5335182.697592886,True
187363,Friedensengel/Villa Stuck,139771.0,366253,48.140656,11.600736,,,693468.0707573456,5335205.0874124635,True
187364,Friedensengel/Villa Stuck,139771.0,410419,48.140537,11.600664,,,693463.1624942524,5335191.681030962,True
187365,Friedensengel/Villa Stuck,139771.0,629287,48.140938,11.600143,,,693422.9009241262,5335234.935734249,True
187387,Friedenspromenade,,114227,48.11838,11.683363,1.0,,699700.5916829809,5332940.672413846,True
187388,Friedenspromenade,114227.0,160539,48.118683,11.682923,,,699666.673854608,5332973.20386774,True
187389,Friedenspromenade,114227.0,270806,48.118267,11.68401,,,699749.1770748103,5332929.794425015,True
187390,Friedenspromenade,114227.0,67909,48.11804,11.682914,,,699668.4972426085,5332901.72069513,True
187705,Friedhof Obermenzing,,686820,48.164417,11.448004,1.0,,682023.0527256777,5337472.789940717,True
187706,Friedhof Obermenzing,686820.0,345730,48.164425,11.447591,,,681992.3175510017,5337472.7010282045,True
187707,Friedhof Obermenzing,686820.0,657105,48.16437,11.447968,,,682020.5424787197,5337467.481199913,True
187731,Friedhof Perlach,,46626,48.097996,11.640531,1.0,,696590.9776930163,5330564.958325964,True
187732,Friedhof Perlach,46626.0,344485,48.09801,11.640684,,,696602.314467395,5330566.905204101,True
187733,Friedhof Perlach,46626.0,351216,48.098007,11.64028,,,696572.2498759109,5330565.539438643,True
187739,Friedhof Riem,,197211,48.132576,11.679734,1.0,,699375.5528898617,5334508.929851977,True
187740,Friedhof Riem,197211.0,39384,48.13282,11.679967,,,699391.9417656591,5334536.651057296,True
187741,Friedhof Riem,197211.0,414967,48.132767,11.679779,,,699378.1608093217,5334530.273372569,True
187753,Friedhof Untermenzing,,587927,48.177845,11.461704,1.0,,682993.8502037904,5338997.686308431,True
187754,Friedhof Untermenzing,587927.0,128899,48.177902,11.461623,,,682987.626424962,5339003.828284395,True
187755,Friedhof Untermenzing,587927.0,447592,48.177814,11.461793,,,683000.5760663395,5338994.452979823,True
188043,Friedrich-Eckart-Straße,,672777,48.14032,11.636291,1.0,,696114.0768707849,5335257.829770676,True
188044,Friedrich-Eckart-Straße,672777.0,464451,48.141365,11.637522,,,696201.6595156041,5335377.107534368,True
188045,Friedrich-Eckart-Straße,672777.0,481750,48.140244,11.635662,,,696067.578638808,5335247.779140159,True
188046,Friedrich-Eckart-Straße,672777.0,516323,48.140297,11.636902,,,696159.6134397399,5335256.83241399,True
188047,Friedrich-Eckart-Straße,672777.0,544096,48.141155,11.636911,,,696157.0121026527,5335352.2098886715,True
188048,Friedrich-Eckart-Straße,672777.0,634268,48.14035,11.635411,,,696048.5042640835,5335258.919448442,True
188049,Friedrich-Eckart-Straße,672777.0,76008,48.140392,11.637701,,,696218.6843703062,5335269.429245901,True
188050,Friedrich-Engels-Bogen,,387007,48.106327,11.659027,1.0,,697935.9173887934,5331538.2542297235,True
188051,Friedrich-Engels-Bogen,387007.0,157916,48.106445,11.659189,,,697947.5222232962,5331551.78504259,True
188052,Friedrich-Engels-Bogen,387007.0,192241,48.106243,11.658866,,,697924.2563103017,5331528.504606987,True
188070,Friedrich-Hebbel-Straße,,277219,48.112797,11.526095,1.0,,688017.6544180007,5331923.801471173,True
188073,Friedrich-Hebbel-Straße,277219.0,195274,48.11222,11.526023,,,688014.4018735202,5331859.49976929,True
188074,Friedrich-Hebbel-Straße,277219.0,260813,48.11272,11.526553,,,688052.0221616549,5331916.363598907,True
189000,Friedrichstraße,,370561,48.159973,11.580551,1.0,,691894.5508533274,5337301.314113515,True
189001,Friedrichstraße,370561.0,621041,48.159973,11.580551,,1,691894.5508533274,5337301.314113515,True
189518,Friesplatz,,85606,48.100307,11.672089,1.0,,698931.4086877669,5330902.916505658,True
189519,Friesplatz,85606.0,101477,48.09971,11.67243,,,698959.098489363,5330837.4508799305,True
189520,Friesplatz,85606.0,629905,48.10071,11.672691,,,698974.6666661625,5330949.260759635,True
189607,Fritz-Meyer-Weg,,500124,48.172386,11.636632,1.0,,696017.1854097793,5338822.387824828,True
189608,Fritz-Meyer-Weg,500124.0,273776,48.172497,11.636713,,,696022.7834639254,5338834.93057768,True
189609,Fritz-Meyer-Weg,500124.0,378520,48.17286,11.636848,,,696031.4346108641,5338875.617438865,True
189610,Fritz-Meyer-Weg,500124.0,644894,48.172943,11.636534,,,696007.776169247,5338884.040754223,True
189611,Fritz-Meyer-Weg,500124.0,83671,48.1725,11.636579,,,696012.8107510284,5338834.922165227,True
190505,Fröttmaning,,173411,48.211807,11.616672,1.0,,694384.1538308739,5343152.788025485,True
190506,Fröttmaning,173411.0,234806,48.211823,11.616618,,,694380.0820628037,5343154.429537001,True
190507,Fröttmaning,173411.0,250401,48.211845,11.616519,,,694372.6449312816,5343156.623976857,True
190508,Fröttmaning,173411.0,419374,48.211792,11.616753,,,694390.2274029893,5343151.325997305,True
190509,Fröttmaning,173411.0,65036,48.21177,11.616834,,,694396.3274896448,5343149.086015927,True
190510,Fröttmaning Auensiedlung,,398263,48.21478,11.635644,1.0,,695782.0716387569,5343531.393768493,True
190511,Fröttmaning Auensiedlung,398263.0,180488,48.214794,11.635528,,,695773.4021482297,5343532.6539483955,True
190512,Fröttmaning Auensiedlung,398263.0,627856,48.214767,11.635779,,,695792.1485748917,5343530.293181709,True
190666,Fuggerstraße,,330976,48.123882,11.534746,1.0,,688620.9006351444,5333176.931338008,True
190667,Fuggerstraße,330976.0,449336,48.123814,11.534701,,,688617.8013343567,5333169.263686591,True
190668,Fuggerstraße,330976.0,489000,48.124073,11.534539,,,688604.7983674533,5333197.650730573,True
192293,Fürstenried West,,357922,48.088512,11.480442,1.0,,684706.9479960331,5329114.264003574,True
192294,Fürstenried West,357922.0,158427,48.08854,11.480856,,,684737.674253981,5329118.369666069,True
192295,Fürstenried West,357922.0,191095,48.088417,11.481071,,,684754.1240085465,5329105.21607487,True
192296,Fürstenried West,357922.0,226087,48.088646,11.480595,,,684717.8603180724,5329129.523557682,True
192297,Fürstenried West,357922.0,268041,48.088795,11.480083,,,684679.2029611792,5329144.853944452,True
192298,Fürstenried West,357922.0,291433,48.088364,11.480963,,,684746.2721980185,5329099.066541734,True
192299,Fürstenried West,357922.0,322018,48.088585,11.480254,,,684692.6879288495,5329121.925709354,True
192300,Fürstenried West,357922.0,35776,48.088722,11.480344,,,684698.8985388507,5329137.367425211,True
192301,Fürstenried West,357922.0,628195,48.08831,11.480927,,,684743.7851211429,5329092.978742505,True
192302,Fürstenrieder Straße,,600998,48.13969,11.503125,1.0,,686210.8214265286,5334856.712389505,True
192303,Fürstenrieder Straße,600998.0,115756,48.13967,11.503601,,,686246.3016381272,5334855.642577684,True
192304,Fürstenrieder Straße,600998.0,195392,48.13927,11.503125,,,686212.341164277,5334810.0348305255,True
192305,Fürstenrieder Straße,600998.0,24462,48.13923,11.503044,,,686206.4605647735,5334805.3931786595,True
192306,Fürstenrieder Straße,600998.0,294825,48.139744,11.503547,,,686242.0169726025,5334863.735913485,True
192307,Fürstenrieder Straße,600998.0,374208,48.140297,11.502963,,,686196.574604129,5334923.780248381,True
192308,Fürstenrieder Straße,600998.0,668948,48.13935,11.503358,,,686229.3837895985,5334819.49012117,True
194362,Gaiglstraße,,503402,48.152416,11.550403,1.0,,689680.7214824792,5336386.622716095,True
194363,Gaiglstraße,503402.0,605182,48.152428,11.55034,,,689675.9920810042,5336387.80090321,True
194364,Gaiglstraße,503402.0,636035,48.152397,11.550484,,,689686.8153150802,5336384.710992603,True
194738,Galileiplatz,,450910,48.144245,11.606647,1.0,,693894.2307010577,5335618.846468951,True
194739,Galileiplatz,450910.0,227194,48.144108,11.606728,,,693900.7716993548,5335603.825112811,True
194740,Galileiplatz,450910.0,79829,48.14436,11.606557,,,693887.1032297842,5335631.40013843,True
195268,Ganghoferbrücke,,183830,48.127934,11.539111,1.0,,688930.8256311506,5333637.971539344,True
195269,Ganghoferbrücke,183830.0,29808,48.127956,11.539165,,,688934.7626542756,5333640.549214602,True
195270,Ganghoferbrücke,183830.0,313272,48.127914,11.539039,,,688925.5420107907,5333635.5719176475,True
195881,Garmischer Straße,,396272,48.130196,11.528502,1.0,,688133.2174344701,5333863.352364446,True
195882,Garmischer Straße,396272.0,315604,48.130177,11.529077,,,688176.0667590128,5333862.647698902,True
195883,Garmischer Straße,396272.0,603046,48.13006,11.527622,,,688068.2424811923,5333846.085181214,True
196367,Gartenstraße,,392455,48.172153,11.56492,1.0,,690687.1053842274,5338616.053843722,True
196373,Gartenstraße,392455.0,156342,48.172325,11.564929,,,690687.1363514424,5338635.19173663,True
196374,Gartenstraße,392455.0,177740,48.172005,11.56492,,,690687.654428332,5338599.605571567,True
197029,Gautinger Straße,,458833,48.084877,11.478619,1.0,,684584.219948777,5328705.908769104,True
197030,Gautinger Straße,458833.0,189236,48.084877,11.478466,,,684572.8267070102,5328705.541786869,True
197031,Gautinger Straße,458833.0,325386,48.0849,11.478745,,,684593.5202771001,5328708.767144132,True
198510,Geisenhausenerstraße,,274738,48.098793,11.518711,1.0,,687519.0614579406,5330349.424767246,True
198511,Geisenhausenerstraße,274738.0,391467,48.098877,11.518073,,,687471.259809056,5330357.205372917,True
198512,Geisenhausenerstraße,274738.0,81718,48.09874,11.519312,,,687563.9959551101,5330344.999576219,True
199080,Gelbhofstraße,,157240,48.122314,11.475448,1.0,,684214.2017652998,5332858.9333427735,True
199081,Gelbhofstraße,157240.0,612180,48.122314,11.475448,,1,684214.2017652998,5332858.9333427735,True
199675,Gellertstraße,,456575,48.162567,11.61519,1.0,,694460.3663710955,5337676.665767624,True
199676,Gellertstraße,456575.0,2862,48.16241,11.615235,,,694464.3060084987,5337659.331223127,True
199677,Gellertstraße,456575.0,342514,48.162777,11.615235,,,694462.9179965706,5337700.11826044,True
201623,Georg-Birk-Straße,,456224,48.16397,11.556925,1.0,,690123.0266400125,5337686.811745015,True
201624,Georg-Birk-Straße,456224.0,278603,48.16397,11.556925,,-,690123.0266400125,5337686.811745015,True
201631,Georg-Brauchle-Haus,,270218,48.110207,11.637782,1.0,,696339.7883206317,5331915.009429127,True
201632,Georg-Brauchle-Haus,270218.0,532655,48.11027,11.637369,,,696308.8094646827,5331920.956807782,True
201633,Georg-Brauchle-Haus,270218.0,665390,48.11016,11.638196,,,696370.7806844085,5331910.842934314,True
201634,Georg-Brauchle-Ring,,665794,48.17687,11.529158,1.0,,688011.3412121275,5339052.166946886,True
201635,Georg-Brauchle-Ring,665794.0,117977,48.177193,11.529122,,,688007.4836506299,5339087.976241877,True
201636,Georg-Brauchle-Ring,665794.0,341180,48.177193,11.529014,,,687999.4558219697,5339087.712002021,True
201637,Georg-Brauchle-Ring,665794.0,389162,48.176613,11.530002,,,688075.0180816089,5339025.670047106,True
201638,Georg-Brauchle-Ring,665794.0,432496,48.176636,11.528278,,,687946.7845927444,5339024.008026471,True
201639,Georg-Brauchle-Ring,665794.0,485460,48.17688,11.529329,,,688024.0154356221,5339053.696730117,True
201640,Georg-Brauchle-Ring,665794.0,521447,48.17608,11.528933,,,687997.5062080754,5338963.817917333,True
201641,Georg-Brauchle-Ring,665794.0,688856,48.177612,11.529697,,,688048.691256067,5339135.949831944,True
201642,Georg-Brauchle-Ring,665794.0,96795,48.175987,11.529185,,,688016.5784310788,5338954.098701519,True
201661,Georg-Hirth-Platz,,268930,48.1346,11.556063,1.0,,690167.4762243086,5334420.594733641,True
201662,Georg-Hirth-Platz,268930.0,4818,48.13453,11.556036,,,690165.7262365489,5334412.748404015,True
201663,Georg-Hirth-Platz,268930.0,98942,48.134678,11.55609,,,690169.1966479736,5334429.330155819,True
201667,Georg-Reismüller-Straße,,456609,48.194298,11.464093,1.0,,683112.7797924685,5340831.934134579,True
201668,Georg-Reismüller-Straße,456609.0,191430,48.194393,11.463913,,,683099.065811034,5340842.063241303,True
201669,Georg-Reismüller-Straße,456609.0,91015,48.194225,11.464255,,,683125.0778518679,5340824.207194109,True
201683,Georg-Zech-Allee,,186785,48.208794,11.532796,1.0,,688164.7781223708,5342609.031534249,True
201684,Georg-Zech-Allee,186785.0,355776,48.20871,11.532796,,,688165.0860126596,5342599.695954554,True
201685,Georg-Zech-Allee,186785.0,622080,48.208878,11.532805,,,688165.1388041563,5342618.389163864,True
201781,Georgenstraße,,275021,48.155174,11.583461,1.0,,692128.8556733638,5336775.239185465,True
201782,Georgenstraße,275021.0,354696,48.15533,11.583704,,,692146.3431395971,5336793.183905583,True
201783,Georgenstraße,275021.0,374291,48.15501,11.583192,,,692109.4645260554,5336756.34044784,True
202565,Geretsrieder Straße,,157938,48.099983,11.533236,1.0,,688596.0232654983,5330517.181671439,True
202566,Geretsrieder Straße,157938.0,332467,48.099895,11.532796,,,688563.5901435639,5330506.3231574185,True
202567,Geretsrieder Straße,157938.0,541434,48.100075,11.533533,,,688617.796237708,5330528.134312432,True
202601,Gerhardstraße,,43509,48.11293,11.565998,1.0,,690986.9356766543,5332036.892200017,True
202602,Gerhardstraße,43509.0,111436,48.113087,11.566231,,,691003.6944031954,5332054.919133827,True
202603,Gerhardstraße,43509.0,38979,48.112774,11.565971,,,690985.5046333789,5332019.487935562,True
202716,Gerlachweg,,355211,48.180107,11.446154,1.0,,681829.9955688994,5339212.166869804,True
202717,Gerlachweg,355211.0,231844,48.18008,11.445992,,,681818.0499522123,5339208.782803189,True
202718,Gerlachweg,355211.0,35752,48.180134,11.446297,,,681840.5289406612,5339215.505998446,True
203112,Germeringer Weg,,258699,48.158115,11.413635,1.0,,679489.6831070913,5336691.573586242,True
203113,Germeringer Weg,258699.0,244916,48.158115,11.413635,,1,679489.6831070913,5336691.573586242,True
203187,Gern,,205413,48.16279,11.529149,1.0,,688062.174521846,5337487.332040836,True
203190,Gern,205413.0,247655,48.16279,11.529095,,,688058.1594814502,5337487.19991075,True
203191,Gern,205413.0,507942,48.162796,11.529203,,,688066.1676171863,5337488.130996756,True
204010,Gertrud-Grunow-Straße,,508412,48.183117,11.596145,1.0,,692967.1586907378,5339912.51228144,True
204011,Gertrud-Grunow-Straße,508412.0,113170,48.18292,11.596568,,,692999.3371858059,5339891.680806261,True
204012,Gertrud-Grunow-Straße,508412.0,188753,48.181236,11.597511,,,693075.7514904316,5339706.895642526,True
205406,Giesing,,449787,48.110863,11.595247,1.0,,693171.5273225909,5331880.215494199,True
205407,Giesing,449787.0,118954,48.110596,11.595427,,,693185.9255716363,5331850.994321137,True
205408,Giesing,449787.0,119982,48.11047,11.594744,,,693135.5638538607,5331835.276039135,True
205409,Giesing,449787.0,13166,48.110573,11.59557,,,693196.6549960206,5331848.797364452,True
205410,Giesing,449787.0,148094,48.111046,11.595705,,,693204.9286572712,5331901.7036549095,True
205411,Giesing,449787.0,189370,48.11049,11.594861,,,693144.19692877,5331837.792537362,True
205412,Giesing,449787.0,250669,48.110664,11.595678,,,693204.3518827655,5331859.181986325,True
205413,Giesing,449787.0,444159,48.110916,11.595436,,,693185.3953204,5331886.580359537,True
205414,Giesing,449787.0,514136,48.11097,11.595741,,,693207.8930900166,5331893.347766063,True
205415,Giesing,449787.0,541643,48.110825,11.595319,,,693177.0285959174,5331876.17315943,True
205416,Giesing,449787.0,66644,48.1108,11.593989,,,693078.1338770159,5331870.055370633,True
205417,"Giesing, München",449787.0,516,48.110325,11.594695,,,693132.4605238591,5331819.038324181,True
205418,"Giesing, München",449787.0,603355,48.11148,11.594286,,,693097.6897245429,5331946.373245762,True
206076,Gilchinger Straße,,687279,48.164207,11.413347,1.0,,679447.0081195445,5337367.955086555,True
206077,Gilchinger Straße,687279.0,28940,48.16407,11.413311,,,679444.8095791056,5337352.645096464,True
206078,Gilchinger Straße,687279.0,70223,48.164288,11.413329,,,679445.3871190682,5337376.915260545,True
206101,Gilgstraße,,220168,48.08187,11.508865,1.0,,686847.4006034718,5328444.715203974,True
206102,Gilgstraße,220168.0,224390,48.081852,11.508775,,,686840.7635411823,5328442.49624016,True
206103,Gilgstraße,220168.0,347424,48.08188,11.508946,,,686853.3964214716,5328446.023234365,True
206514,Giselastraße,,244033,48.15652,11.584,1.0,,692163.9082470945,5336926.176369184,True
206515,Giselastraße,244033.0,175355,48.156532,11.583946,,,692159.8478986924,5336927.375005611,True
206516,Giselastraße,244033.0,436930,48.157078,11.585087,,,692242.6531700535,5336990.908704871,True
206517,Giselastraße,244033.0,616863,48.157234,11.5848,,,692220.7286269367,5337007.528227127,True
206518,Giselastraße,244033.0,81673,48.156513,11.584045,,,692167.2806625761,5336925.51091731,True
208469,Glötzleweg,,320723,48.08622,11.51015,1.0,,686927.3237381513,5328931.278030272,True
208470,Glötzleweg,320723.0,316542,48.086395,11.509817,,,686901.8930068545,5328949.917991135,True
208471,Glötzleweg,320723.0,491157,48.08605,11.510392,,,686945.9603048704,5328912.972777741,True
208697,Gmunder Straße,,108901,48.095684,11.527595,1.0,,688191.7851480884,5330025.5942273345,True
208698,Gmunder Straße,108901.0,553155,48.0958,11.527559,,,688188.6814125101,5330038.397963419,True
208721,Gnadenwaldplatz,,516642,48.118027,11.653943,1.0,,697512.6275041457,5332825.466163458,True
208722,Gnadenwaldplatz,516642.0,538923,48.118004,11.65423,,,697534.0732874934,5332823.647163982,True
208723,Gnadenwaldplatz,516642.0,81967,48.11804,11.653736,,,697497.1734145959,5332826.379326497,True
209461,Goetheplatz,,263967,48.129524,11.558263,1.0,,690349.911270883,5333861.909709194,True
209464,Goetheplatz,263967.0,171347,48.129158,11.55768,,,690307.8887633539,5333819.790805643,True
209465,Goetheplatz,263967.0,286639,48.130093,11.55838,,,690356.51207622,5333925.43593595,True
209466,Goetheplatz,263967.0,407235,48.13007,11.558569,,,690370.6586834053,5333923.347686153,True
209467,Goetheplatz,263967.0,527116,48.12979,11.55918,,,690417.1526587813,5333893.742325661,True
209468,Goetheplatz,263967.0,584121,48.129948,11.55821,,,690344.4002707059,5333908.900339267,True
209469,Goetheplatz,263967.0,61573,48.129215,11.557608,,,690302.321174279,5333825.947393699,True
209470,Goetheplatz,263967.0,667654,48.129402,11.558245,,,690349.0231686945,5333848.306514646,True
209471,Goetheplatz,263967.0,87641,48.129997,11.559108,,,690411.0301781512,5333916.569265242,True
209903,Goldlackplatz,,682622,48.200195,11.550224,1.0,,689491.1661622556,5341696.204371029,True
209904,Goldlackplatz,682622.0,54973,48.20027,11.549936,,,689469.4915247561,5341703.829250754,True
209905,Goldlackplatz,682622.0,669637,48.20013,11.550502,,,689512.0609723123,5341689.666275526,True
210027,Gollierplatz,,286615,48.136303,11.534314,1.0,,688543.2576877044,5334556.29968769,True
210028,Gollierplatz,286615.0,386320,48.1363,11.534422,,,688551.3028959355,5334556.231113348,True
210029,Gollierplatz,286615.0,524375,48.136333,11.534225,,,688536.5269997941,5334559.415553085,True
210442,Gondrellplatz,,276859,48.124554,11.490099,1.0,,685296.3431140115,5333143.076655487,True
210443,Gondrellplatz,276859.0,602077,48.124428,11.490135,,,685299.4752539259,5333129.160141951,True
211305,Goteboldstraße,,500206,48.176777,11.443423,1.0,,681638.7745533404,5338835.617757972,True
211306,Goteboldstraße,500206.0,382803,48.177055,11.443324,,,681630.4331533697,5338866.280169522,True
211307,Goteboldstraße,500206.0,547010,48.176525,11.443531,,,681647.6931376655,5338807.866224771,True
211865,Gotzinger Platz,,8349,48.117626,11.550358,1.0,,689805.6288783298,5332520.071627138,True
211866,Gotzinger Platz,8349.0,31161,48.117626,11.550358,,1,689805.6288783298,5332520.071627138,True
212409,Graf-Lehndorff-Straße,,97911,48.140526,11.680255,1.0,,699383.5097984625,5335393.806628953,True
212410,Graf-Lehndorff-Straße,97911.0,376426,48.140453,11.679859,,,699354.3366142062,5335384.66681051,True
212411,Graf-Lehndorff-Straße,97911.0,518927,48.140656,11.680219,,,699380.3282563987,5335408.160862437,True
212412,Graf-Lehndorff-Straße,97911.0,73186,48.14036,11.679976,,,699363.3998596965,5335374.634618817,True
212868,Grafinger Straße,,585611,48.124653,11.619322,1.0,,694911.164278181,5333473.518240143,True
212869,Grafinger Straße,585611.0,279585,48.124596,11.61925,,,694906.0227370134,5333467.001016292,True
212870,Grafinger Straße,585611.0,653936,48.124725,11.619385,,,694915.5793560661,5333481.679692869,True
213754,Grashofstraße,,627506,48.217358,11.528942,1.0,,687847.135547458,5343551.381994269,True
213755,Grashofstraße,627506.0,311051,48.21763,11.528871,,,687840.8665556104,5343581.437862851,True
213756,Grashofstraße,627506.0,401294,48.21702,11.528799,,,687837.751525825,5343513.467551052,True
215949,Griechenstraße,,400483,48.09316,11.569852,1.0,,691347.1708313498,5329849.313208287,True
215950,Griechenstraße,400483.0,171434,48.09312,11.569986,,,691357.2960445195,5329845.201041835,True
