period_start,period_end,line,planned_trips,observed_trips,missing_trips,completeness_percent
2026-09-12 07:10:40,2026-09-13 07:10:40,N947,1,0,1,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,N948,1,0,1,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,N95,2,0,2,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,N950,2,0,2,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,N951,2,0,2,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,N952,2,0,2,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,N955,2,0,2,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,N965,1,0,1,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,N981,2,0,2,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,S3,120,0,120,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,S6,117,0,117,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,U1,463,0,463,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,U2,238,0,238,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,U3,480,94,386,19.58
2026-09-12 07:10:40,2026-09-13 07:10:40,U4,236,0,236,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,U5,237,0,237,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,U6,1434,0,1434,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,U8,102,0,102,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,X06,12,0,12,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,X204,91,0,91,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,X205,90,0,90,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,X206,90,0,90,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,X208,45,0,45,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,X30,193,0,193,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,X35,89,0,89,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,X36,89,0,89,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,X6,447,0,447,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,X730,30,0,30,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,X731,20,9,11,45.0
2026-09-12 07:10:40,2026-09-13 07:10:40,X732,30,0,30,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,X733,18,7,11,38.89
2026-09-12 07:10:40,2026-09-13 07:10:40,X80,85,0,85,0.0
2026-09-12 07:10:40,2026-09-13 07:10:40,X910,31,0,31,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,001,8,0,8,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,006,4,0,4,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,008,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,027,10,0,10,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,034,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,036,4,0,4,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,037,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,040,10,0,10,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,076,4,0,4,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,083,6,0,6,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,091,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,095,8,0,8,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,100,173,0,173,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,101,6,0,6,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,106,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,12,211,0,211,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,127,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,1291,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,130,113,0,113,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,1304A,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,1307,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,132,134,0,134,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,134,123,54,69,43.9
2026-09-13 07:10:40,2026-09-14 07:10:40,135,176,0,176,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,136,13,0,13,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,139,133,107,26,80.45
2026-09-13 07:10:40,2026-09-14 07:10:40,14,206,0,206,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,140,125,0,125,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,141,124,12,112,9.68
2026-09-13 07:10:40,2026-09-14 07:10:40,142,132,0,132,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,143,119,0,119,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,144,76,0,76,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,145,178,0,178,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,149,9,1,8,11.11
2026-09-13 07:10:40,2026-09-14 07:10:40,1491,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,150,15,0,15,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,151,12,0,12,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,153,64,26,38,40.62
2026-09-13 07:10:40,2026-09-14 07:10:40,154,178,40,138,22.47
2026-09-13 07:10:40,2026-09-14 07:10:40,155,128,0,128,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,157,25,0,25,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,158,3,0,3,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,159,7,0,7,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,16,209,0,209,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,160,132,0,132,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,161,123,0,123,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,162,131,48,83,36.64
2026-09-13 07:10:40,2026-09-14 07:10:40,163,72,17,55,23.61
2026-09-13 07:10:40,2026-09-14 07:10:40,164,131,0,131,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,165,61,0,61,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,166,140,0,140,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,168,193,0,193,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,169,64,0,64,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,17,220,0,220,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,170,7,0,7,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,171,122,0,122,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,172,70,0,70,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,173,132,0,132,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,174,125,0,125,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,175,107,0,107,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,176,58,0,58,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,177,127,0,127,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,178,125,0,125,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,179,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,18,222,0,222,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,180,133,47,86,35.34
2026-09-13 07:10:40,2026-09-14 07:10:40,181,81,0,81,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,182,87,0,87,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,183,120,49,71,40.83
2026-09-13 07:10:40,2026-09-14 07:10:40,184,82,0,82,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,185,130,0,130,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,186,6,0,6,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,187,120,49,71,40.83
2026-09-13 07:10:40,2026-09-14 07:10:40,188,117,0,117,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,189,8,0,8,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,19,234,0,234,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,190,122,0,122,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,191,7,0,7,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,192,128,0,128,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,1929,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,193,172,0,172,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,194,112,0,112,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,195,118,0,118,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,196,86,0,86,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,197,174,0,174,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,198,98,0,98,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,199,71,0,71,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,20,212,0,212,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,21,212,0,212,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,210,125,0,125,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,211,39,0,39,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,212,116,0,116,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,217,58,0,58,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,220,125,0,125,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,221,40,0,40,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,222,38,0,38,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,229,42,0,42,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,23,204,0,204,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,231,116,0,116,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,232,55,0,55,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,233,12,0,12,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,234,72,0,72,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,25,460,48,412,10.43
2026-09-13 07:10:40,2026-09-14 07:10:40,259,64,0,64,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,260,111,0,111,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,261,56,0,56,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,262,7,0,7,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,263,118,0,118,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,264,10,0,10,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,265,63,0,63,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,266,77,0,77,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,267,77,0,77,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,268,74,0,74,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,269,6,0,6,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,27,210,0,210,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,270,13,0,13,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,28,91,0,91,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,294,10,1,9,10.0
2026-09-13 07:10:40,2026-09-14 07:10:40,295,8,1,7,12.5
2026-09-13 07:10:40,2026-09-14 07:10:40,336,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,396,3,0,3,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,451,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,453,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,455,4,0,4,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,456,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,459,7,0,7,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,470,3,2,1,66.67
2026-09-13 07:10:40,2026-09-14 07:10:40,485,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,486,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,4900,31,0,31,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,491,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,492,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,50,192,0,192,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,51,205,0,205,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,52,193,0,193,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,53,207,0,207,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,531,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,54,204,0,204,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,55,202,0,202,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,56,192,0,192,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,57,202,0,202,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,58,103,0,103,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,59,196,0,196,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,60,201,82,119,40.8
2026-09-13 07:10:40,2026-09-14 07:10:40,62,197,0,197,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,6207,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,63,206,0,206,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,68,105,0,105,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,701,44,0,44,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,706,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,710,67,0,67,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,711,6,0,6,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,830,71,0,71,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,8300,58,0,58,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,8500,59,0,59,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,851,10,0,10,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,859,32,0,32,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,860,31,0,31,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,864,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,882,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,900,6,0,6,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,943,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,944,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,951,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,96,52,0,52,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,962,41,0,41,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,996,3,0,3,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,Lufthansa Express Bus,94,0,94,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N05,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N106,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N1135,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N1230,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N1304,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N1308,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N136,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N1385,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N1395,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N17,8,0,8,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N19,8,0,8,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N1909,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N191,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N1912,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N199,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N20,8,0,8,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N236,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N27,9,0,9,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N277,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N28,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N280,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N34,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N36,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N40,8,0,8,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N41,8,0,8,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N422,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N43,4,0,4,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N44,4,0,4,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N45,8,0,8,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N452,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N491,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N531,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N532,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N72,7,4,3,57.14
2026-09-13 07:10:40,2026-09-14 07:10:40,N728,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N73,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N74,8,4,4,50.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N76,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N80,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N81,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N86,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N867,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N874,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N880,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N884,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N885,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N887,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N899,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N900,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N91,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N93,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N94,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N943,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N947,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N948,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N95,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N950,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N951,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N952,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N955,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N965,1,0,1,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,N981,2,0,2,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,S3,105,0,105,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,S6,106,0,106,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,U1,432,0,432,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,U2,238,0,238,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,U3,485,104,381,21.44
2026-09-13 07:10:40,2026-09-14 07:10:40,U4,228,0,228,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,U5,240,0,240,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,U6,1088,0,1088,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,U7,11,0,11,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,X06,18,0,18,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,X200,12,0,12,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,X204,11,0,11,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,X205,12,0,12,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,X206,11,0,11,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,X208,6,0,6,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,X30,143,0,143,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,X35,10,0,10,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,X36,8,0,8,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,X6,481,0,481,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,X730,18,0,18,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,X731,20,9,11,45.0
2026-09-13 07:10:40,2026-09-14 07:10:40,X732,17,0,17,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,X733,19,9,10,47.37
2026-09-13 07:10:40,2026-09-14 07:10:40,X80,81,0,81,0.0
2026-09-13 07:10:40,2026-09-14 07:10:40,X910,30,0,30,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,001,8,0,8,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,006,4,0,4,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,008,2,0,2,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,027,8,0,8,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,034,2,0,2,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,036,4,0,4,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,037,2,0,2,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,040,10,0,10,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,076,4,0,4,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,083,4,0,4,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,091,2,0,2,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,095,7,0,7,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,100,197,0,197,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,101,6,0,6,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,106,2,0,2,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,12,220,0,220,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,127,2,0,2,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,1291,2,0,2,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,130,115,0,115,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,1304A,2,0,2,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,1307,2,0,2,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,132,211,0,211,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,134,123,44,79,35.77
2026-09-14 07:10:40,2026-09-15 07:10:40,135,188,0,188,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,136,93,0,93,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,139,214,107,107,50.0
2026-09-14 07:10:40,2026-09-15 07:10:40,14,216,0,216,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,140,124,0,124,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,141,123,6,117,4.88
2026-09-14 07:10:40,2026-09-15 07:10:40,142,209,0,209,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,143,122,0,122,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,144,90,0,90,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,145,210,0,210,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,149,88,39,49,44.32
2026-09-14 07:10:40,2026-09-15 07:10:40,1491,2,0,2,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,150,181,0,181,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,151,163,0,163,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,153,187,80,107,42.78
2026-09-14 07:10:40,2026-09-15 07:10:40,154,207,90,117,43.48
2026-09-14 07:10:40,2026-09-15 07:10:40,155,207,0,207,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,157,98,0,98,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,158,30,0,30,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,159,39,0,39,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,16,219,0,219,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,160,213,0,213,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,161,161,0,161,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,162,208,53,155,25.48
2026-09-14 07:10:40,2026-09-15 07:10:40,163,189,40,149,21.16
2026-09-14 07:10:40,2026-09-15 07:10:40,164,137,0,137,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,165,93,0,93,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,166,173,0,173,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,167,24,0,24,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,168,215,0,215,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,169,106,0,106,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,17,227,0,227,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,170,88,0,88,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,171,120,0,120,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,172,157,0,157,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,173,173,0,173,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,174,157,0,157,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,175,150,0,150,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,176,54,0,54,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,177,169,0,169,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,178,123,0,123,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,179,61,0,61,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,18,229,0,229,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,180,220,89,131,40.45
2026-09-14 07:10:40,2026-09-15 07:10:40,181,178,0,178,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,182,91,0,91,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,183,121,47,74,38.84
2026-09-14 07:10:40,2026-09-15 07:10:40,184,110,0,110,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,185,179,0,179,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,186,22,0,22,0.0
2026-09-14 07:10:40,2026-09-15 07:10:40,187,118,53,65,44.92
2026-09-14 07:10:40,2026-09-15 07:10:40,188,117,0,117,0.0
